,Categories,year,Title,link
5480,Instruments/Optics,2023,Camera module,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007669B2
5481,Electrical engineering/Semiconductors,2020,Highly integrated transmitter module for LiDAR,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009376B2
5482,Instruments/Measurement,2020,Highly integrated transmitter module for LiDAR,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009376B2
5483,Instruments/Optics,2020,Highly integrated transmitter module for LiDAR,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009376B2
5484,Electrical engineering/Audio-visual technology,2021,"Pixel compensation circuit, display panel and display device",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008957B2
5485,Electrical engineering/IT methods for management,2023,Systems and methods for maintaining a self-driving vehicle,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008843B2
5486,Instruments/Control,2023,Systems and methods for maintaining a self-driving vehicle,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008843B2
5487,Mechanical engineering/Transport,2023,Systems and methods for maintaining a self-driving vehicle,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008843B2
5488,Mechanical engineering/Handling,2022,Can liner system and re-stacker assembly therefor,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006199B2
5489,Electrical engineering/IT methods for management,2022,Systems and methods for providing carbon offsets,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007242B2
5490,Instruments/Control,2022,Systems and methods for providing carbon offsets,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007242B2
5491,Instruments/Measurement,2022,Systems and methods for providing carbon offsets,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007242B2
5492,Mechanical engineering/Transport,2022,Systems and methods for providing carbon offsets,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007242B2
5493,"Mechanical engineering/Engines, pumps, turbines",2020,Orbiting scroll plate driving assembly and scroll compressor,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006936B2
5494,Electrical engineering/Audio-visual technology,2022,"Display panel and driving method, and display device",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008976B2
5495,Electrical engineering/Audio-visual technology,2020,Power supply shutoff device and power supply shutoff method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007822B2
5496,Electrical engineering/Computer technology,2020,Power supply shutoff device and power supply shutoff method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007822B2
5497,"Electrical engineering/Electrical machinery, apparatus, energy",2020,Power supply shutoff device and power supply shutoff method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007822B2
5498,Instruments/Control,2022,System and method for traversing vertical obstacles,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005753B2
5499,Mechanical engineering/Handling,2022,System and method for traversing vertical obstacles,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005753B2
5500,Mechanical engineering/Transport,2022,System and method for traversing vertical obstacles,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005753B2
5501,Electrical engineering/Computer technology,2020,"Information processing apparatus, control method for same, non-transitory computer-readable storage medium, and vehicle driving support system",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008778B2
5502,Instruments/Control,2020,"Information processing apparatus, control method for same, non-transitory computer-readable storage medium, and vehicle driving support system",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008778B2
5503,Instruments/Measurement,2020,"Information processing apparatus, control method for same, non-transitory computer-readable storage medium, and vehicle driving support system",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008778B2
5504,Electrical engineering/Audio-visual technology,2022,Vehicular vision system with incident recording function,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12010455B2
5505,Mechanical engineering/Thermal processes and apparatus,2021,Air conditioning compressor sound attenuation,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007127B2
5506,"Chemistry/Surface technology, coating",2018,"Atomic layer deposition for continuous, high-speed thin films",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006570B2
5507,Mechanical engineering/Mechanical elements,2022,Drive control device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007007B2
5508,Mechanical engineering/Transport,2022,Drive control device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007007B2
5509,Electrical engineering/Audio-visual technology,2023,Display device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008967B2
5510,Instruments/Medical technology,2020,Power transmission system for driving robot joint,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005575B2
5511,Mechanical engineering/Handling,2020,Power transmission system for driving robot joint,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005575B2
5512,Mechanical engineering/Transport,2019,Pneumatic tire,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005742B2
5513,Mechanical engineering/Transport,2020,Aircraft door provided with a lever for emergency opening from outside,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006020B2
5514,Other fields/Civil engineering,2020,Aircraft door provided with a lever for emergency opening from outside,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006020B2
5515,Mechanical engineering/Transport,2020,Method and device for automating a driving function,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005932B2
5516,Mechanical engineering/Mechanical elements,2022,Multi-way refrigerant valve and heat pump system having the same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007037B2
5517,Mechanical engineering/Thermal processes and apparatus,2022,Multi-way refrigerant valve and heat pump system having the same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007037B2
5518,Mechanical engineering/Transport,2022,Multi-way refrigerant valve and heat pump system having the same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007037B2
5519,Instruments/Control,2021,System for installing floor finishing materials using autonomous driving robot,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007775B2
5520,Other fields/Civil engineering,2021,System for installing floor finishing materials using autonomous driving robot,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007775B2
5521,Mechanical engineering/Mechanical elements,2022,Hydraulic pressure control method for a vehicle transmission,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007018B2
5522,Instruments/Control,2021,Advanced driving system and feature usage monitoring systems and methods,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005917B2
5523,Mechanical engineering/Transport,2021,Advanced driving system and feature usage monitoring systems and methods,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005917B2
5524,Mechanical engineering/Transport,2019,Advanced highway assist scenario,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005915B2
5525,Mechanical engineering/Machine tools,2020,Opening device and method for driving securing tool into artificial turf,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005554B2
5526,Mechanical engineering/Transport,2019,Electric rolling stock control apparatus,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005786B2
5527,Mechanical engineering/Transport,2021,System and method for selective derating of self-propelled work vehicle parameters based on operating modes,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12005912B2
5528,Electrical engineering/Audio-visual technology,2020,Floating heat spreader for processing assembly,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007818B2
5529,Electrical engineering/Computer technology,2020,Floating heat spreader for processing assembly,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007818B2
5530,Instruments/Control,2020,Floating heat spreader for processing assembly,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12007818B2
5531,Electrical engineering/Semiconductors,2021,Using a self-assembly layer to facilitate selective formation of an etching stop layer,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12009202B2
5532,Mechanical engineering/Handling,2021,Inflatable containment tank,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12006138B2
5533,Electrical engineering/Audio-visual technology,2021,Display apparatus including a substrate with first and second regions including respective first and second circuit portions with different dimensions,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US12008973B2
